Unnamed: 0,price,bed,bath,feet,address,new_flag,link,latitude,longitude
28,824000,2,2,,"110-11 Queens Blvd Forest Hills, NY 11375",True,https://www.trulia.com/p/ny/forest-hills/110-11-queens-blvd-20k-forest-hills-ny-11375--2182708770,,
29,685000,3,2,,"5900 Arlington Ave Bronx, NY 10471",True,https://www.trulia.com/p/ny/bronx/5900-arlington-ave-16u-bronx-ny-10471--2478323986,40.909105100000005,-73.9054834157342
30,399000,1,1,1000,"97-11 63rd Dr Rego Park, NY 11374",True,https://www.trulia.com/p/ny/rego-park/97-11-63rd-dr-e7-rego-park-ny-11374--2478467167,40.7307438,-73.8601777461798
31,475000,2,2,1200,"555 Kappock St Bronx, NY 10463",True,https://www.trulia.com/p/ny/bronx/555-kappock-st-2l-bronx-ny-10463--2495328442,40.877946699999995,-73.91703031266044
32,1250000,2,2,,"35 Sutton Pl New York, NY 10022",True,https://www.trulia.com/p/ny/new-york/35-sutton-pl-18f-new-york-ny-10022--2180285790,40.7583951,-73.9596947
33,575000,1,1,739,"133 Beach 116 St Rockaway Park, NY 11694",True,https://www.trulia.com/p/ny/rockaway-park/133-beach-116-st-2l-rockaway-park-ny-11694--2625412590,,
34,1149000,3,3,1440,"524 Beach 138 St,Rockaway Park, NY 11694",True,https://www.trulia.com/p/ny/rockaway-park/524-beach-138-st-rockaway-park-ny-11694--2123717567,,
35,1829000,7,3,3166,"59-75 Fresh Pond Rd,Maspeth, NY 11378",True,https://www.trulia.com/p/ny/maspeth/59-75-fresh-pond-rd-maspeth-ny-11378--2395682810,,
36,1875000,5,3,3000,"31-47 29th St,Astoria, NY 11106",True,https://www.trulia.com/p/ny/astoria/31-47-29th-st-astoria-ny-11106--2172265963,40.76379355,-73.92583130451389
37,2225000,4,2,1600,"250 E 87th St New York, NY 10128",True,https://www.trulia.com/p/ny/new-york/250-e-87th-st-30aj-new-york-ny-10128--2497237116,40.77887713333333,-73.95224673333334
38,418000,2,2,1138,"100 Colfax Ave Staten Island, NY 10306",True,https://www.trulia.com/p/ny/staten-island/100-colfax-ave-2j-staten-island-ny-10306--2008768811,40.5795929,-74.1074795
39,400000,2,2,853,"1286 E 91st St Brooklyn, NY 11236",True,https://www.trulia.com/p/ny/brooklyn/1286-e-91st-st-202-brooklyn-ny-11236--2089033467,40.63828245,-73.90283943469908
40,4900000,3,3,1899,"10J Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-10j-2059135433,,
41,8300000,4,5,2534,"16E Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-16e-2059135434,,
42,1460000,1,1,714,"11F Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-11f-2059135435,,
43,2540000,2,2,1420,"6L Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-6l-2059135436,,
44,2990000,3,2,1425,"11C Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-11c-2059135437,,
45,1399000,1,1,728,"7E Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-7e-2059135438,,
46,2195000,2,2,992,"9A Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-9a-2059135439,,
47,13500000,4,5,3677,"PHS Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-Phs-2059135440,,
48,2545000,2,2,1226,"11L Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-11l-2059135441,,
49,8275000,4,5,2834,"16G Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-16g-2059135442,,
50,5825000,4,4,2082,"5H Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-5h-2059135443,,
51,1510000,1,1,743,"12G Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-12g-2059135444,,
52,7575000,4,4,2589,"10H Plan in 212 West 72nd Street,New York, NY 10023",True,https://www.trulia.com/builder-community-plan/212-West-72nd-Street-10h-2059135445,,
53,305000,,1,450,"85-14 Broadway Elmhurst, NY 11373",True,https://www.trulia.com/p/ny/elmhurst/85-14-broadway-5d-elmhurst-ny-11373--2396405549,40.7389383,-73.87802549759652
54,399000,2,1,1221,"31 Devon Loop Staten Island, NY 10314",True,https://www.trulia.com/p/ny/staten-island/31-devon-loop-a-staten-island-ny-10314--2008855913,40.5810669,-74.1610438
55,749900,4,3,2572,"316 York Ave,Staten Island, NY 10301",True,https://www.trulia.com/p/ny/staten-island/316-york-ave-staten-island-ny-10301--743848,40.63864205,-74.08840752415828
56,595000,1,1,677,"342 E 110th St New York, NY 10029",True,https://www.trulia.com/p/ny/new-york/342-e-110th-st-6c-new-york-ny-10029--2088891812,40.7923117,-73.93899145040119
57,2250000,4,3,,"108 E 86th St New York, NY 10028",True,https://www.trulia.com/p/ny/new-york/108-e-86th-st-12n-new-york-ny-10028--2478898012,40.7796924,-73.9567274
58,375000,2,2,,"800 Grand Concourse Bronx, NY 10451",True,https://www.trulia.com/p/ny/bronx/800-grand-concourse-2sn-bronx-ny-10451--2333368890,40.82486205,-73.92260592736525
59,1200000,9,7,,"439 E 45th St Brooklyn, NY 11203",True,https://www.trulia.com/p/ny/brooklyn/439-e-45th-st-1-6-brooklyn-ny-11203--2625411237,40.650874099999996,-73.93487028031203
0,995000,12,6,4200,"93-38 43rd Ave Elmhurst, NY 11373",True,https://www.trulia.com/p/ny/elmhurst/93-38-43rd-ave-6fam-elmhurst-ny-11373--2625411236,40.7422709,-73.8782393
1,3000000,7,7,5080,"351 W 84th St New York, NY 10024",True,https://www.trulia.com/p/ny/new-york/351-w-84th-st-1-new-york-ny-10024--2625411235,40.7884404,-73.98042072491164
2,1675000,2,2,1087,"710 Metropolitan Ave Brooklyn, NY 11211",True,https://www.trulia.com/p/ny/brooklyn/710-metropolitan-ave-5c-brooklyn-ny-11211--2590482056,40.7143274,-73.9452235
3,1750000,2,2,980,"710 Metropolitan Ave Brooklyn, NY 11211",True,https://www.trulia.com/p/ny/brooklyn/710-metropolitan-ave-4c-brooklyn-ny-11211--2590449817,40.7143274,-73.9452235
4,258000,1,1,850,"37-51 86th St Jackson Heights, NY 11372",True,https://www.trulia.com/p/ny/jackson-heights/37-51-86th-st-3n-jackson-heights-ny-11372--2556347846,40.748676599999996,-73.88004121634299
5,515000,1,1,476,"764 Saint Johns Pl Brooklyn, NY 11216",True,https://www.trulia.com/p/ny/brooklyn/764-saint-johns-pl-2b-brooklyn-ny-11216--2174113832,40.6716702,-73.9528301
6,699000,3,2,1876,"127 McArthur Ave,Staten Island, NY 10312",True,https://www.trulia.com/p/ny/staten-island/127-mcarthur-ave-staten-island-ny-10312--842886,40.5541451,-74.17776734253957
7,399000,,1,,"225 E 36th St New York, NY 10016",True,https://www.trulia.com/p/ny/new-york/225-e-36th-st-3d-new-york-ny-10016--2478464637,40.74668025,-73.97579415607126
8,369000,1,1,650,"4489 Broadway New York, NY 10040",True,https://www.trulia.com/p/ny/new-york/4489-broadway-6d-new-york-ny-10040--2008701045,,
9,689999,3,1,1036,"5215 Avenue L,Brooklyn, NY 11234",True,https://www.trulia.com/p/ny/brooklyn/5215-avenue-l-brooklyn-ny-11234--2009862089,40.6239047,-73.9248716769367
10,1398888,2,2,970,"630 1st Ave New York, NY 10016",True,https://www.trulia.com/p/ny/new-york/630-1st-ave-34e-new-york-ny-10016--2008631915,40.7454336,-73.9720391
11,385000,,1,475,"210 E 36th St New York, NY 10016",True,https://www.trulia.com/p/ny/new-york/210-e-36th-st-3j-new-york-ny-10016--2478364429,40.746539,-73.9766511438315
12,2350000,2,2,1180,"133 W 22nd St New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/133-w-22nd-st-8f-new-york-ny-10011--2088823253,40.74302165,-73.9946793503658
13,695000,1,1,,"155 E 76th St New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/155-e-76th-st-4c-new-york-ny-10021--2192636258,40.77288755,-73.95951717458541
14,950000,2,2,971,"171 W 131st St New York, NY 10027",True,https://www.trulia.com/p/ny/new-york/171-w-131st-st-610-new-york-ny-10027--2283922459,40.81246042857143,-73.94464128571428
15,1150000,1,1,773,"710 Metropolitan Ave Brooklyn, NY 11211",True,https://www.trulia.com/p/ny/brooklyn/710-metropolitan-ave-5f-brooklyn-ny-11211--2590452324,40.7143274,-73.9452235
16,1295000,12,6,2500,"1665 76th St Brooklyn, NY 11214",True,https://www.trulia.com/p/ny/brooklyn/1665-76th-st-6-brooklyn-ny-11214--2614069563,40.6148628,-73.9995858275086
17,1035000,1,1,680,"710 Metropolitan Ave Brooklyn, NY 11211",True,https://www.trulia.com/p/ny/brooklyn/710-metropolitan-ave-3e-brooklyn-ny-11211--2590488955,40.7143274,-73.9452235
18,685000,,1,468,"710 Metropolitan Ave Brooklyn, NY 11211",True,https://www.trulia.com/p/ny/brooklyn/710-metropolitan-ave-3l-brooklyn-ny-11211--2590614066,40.7143274,-73.9452235
19,859000,3,2,2320,"5003 Avenue M,Brooklyn, NY 11234",True,https://www.trulia.com/p/ny/brooklyn/5003-avenue-m-brooklyn-ny-11234--2009861830,40.6215722,-73.92687895057783
20,674000,3,3,1312,"15129 134th Ave,Jamaica, NY 11434",True,https://www.trulia.com/p/ny/jamaica/15129-134th-ave-jamaica-ny-11434--2010258779,,
21,880000,2,2,1152,"122 Ashland Pl Brooklyn, NY 11201",True,https://www.trulia.com/p/ny/brooklyn/122-ashland-pl-11m-brooklyn-ny-11201--2331883590,40.692434500000005,-73.9793546947686
22,315000,1,1,950,"1625 E 13th St Brooklyn, NY 11229",True,https://www.trulia.com/p/ny/brooklyn/1625-e-13th-st-3k-brooklyn-ny-11229--2333955220,40.6097096,-73.9602234
23,349000,2,1,1000,"224 Highland Blvd Brooklyn, NY 11207",True,https://www.trulia.com/p/ny/brooklyn/224-highland-blvd-602-brooklyn-ny-11207--2478574755,40.6817209,-73.89310515475938
24,569000,2,1,,"70-31 108th St Forest Hills, NY 11375",True,https://www.trulia.com/p/ny/forest-hills/70-31-108th-st-10h-forest-hills-ny-11375--2624896032,,
25,5800000,3,4,2535,"555 W 22nd St New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/555-w-22nd-st-5aw-new-york-ny-10011--2625409469,40.747437545454545,-74.00541827272728
26,4375000,3,4,2369,"100 Barclay St New York, NY 10007",True,https://www.trulia.com/p/ny/new-york/100-barclay-st-14g-new-york-ny-10007--2288745570,40.713932,-74.012523
27,19500000,20,10,63000,"49 Ash St,Brooklyn, NY 11222",True,https://www.trulia.com/p/ny/brooklyn/49-ash-st-brooklyn-ny-11222--2009771843,40.73862815,-73.95349699148488
28,599000,2,2,986,"775 Lafayette Ave Brooklyn, NY 11221",True,https://www.trulia.com/p/ny/brooklyn/775-lafayette-ave-14c-brooklyn-ny-11221--2182102114,40.691483149999996,-73.9418693601585
29,500000,"138   ,"," ,  10301",,"138 Grymes Hill Rd,Staten Island, NY 10301",True,https://www.trulia.com/home/138-Grymes-Hill-Rd-Staten-Island-NY-10301-2104235467,40.62330204081633,-74.09267983673469
30,1295000,12,6,5400,"1665 76th St,Brooklyn, NY 11214",True,https://www.trulia.com/p/ny/brooklyn/1665-76th-st-brooklyn-ny-11214--2009679157,40.6148628,-73.9995858275086
31,1100000,8,4,4557,"1739 Zerega Ave,Bronx, NY 10462",True,https://www.trulia.com/p/ny/bronx/1739-zerega-ave-bronx-ny-10462--2008914895,40.84056665,-73.8525283713362
32,1799000,3,2,1200,"12 Colonial Gdns,Brooklyn, NY 11209",True,https://www.trulia.com/p/ny/brooklyn/12-colonial-gdns-brooklyn-ny-11209--2009632041,40.62249625,-74.03972771881953
33,1095000,1,2,781,"235 E 40th St New York, NY 10016",True,https://www.trulia.com/p/ny/new-york/235-e-40th-st-24c-new-york-ny-10016--2088834109,40.748969755102046,-73.9739428367347
34,1100000,2,2,,"137 E 36th St New York, NY 10016",True,https://www.trulia.com/p/ny/new-york/137-e-36th-st-13k-new-york-ny-10016--2478405711,40.747758899999994,-73.97832760468114
35,349000,,1,,"209 E 56th St New York, NY 10022",True,https://www.trulia.com/p/ny/new-york/209-e-56th-st-3c-new-york-ny-10022--2346080103,40.759459750000005,-73.96710557421667
36,595000,1,1,,"335 E 51st St New York, NY 10022",True,https://www.trulia.com/p/ny/new-york/335-e-51st-st-4d-new-york-ny-10022--2189848510,40.7550827,-73.9665626890463
37,9500000,3,4,2340,"555 W 22nd St New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/555-w-22nd-st-16cw-new-york-ny-10011--2625408868,40.747437545454545,-74.00541827272728
38,698000,4,2,,"121-14 196th St,Springfield Gardens, NY 11413",True,https://www.trulia.com/p/ny/springfield-gardens/121-14-196th-st-springfield-gardens-ny-11413--2512309341,,
39,10350000,3,4,3086,"30 Riverside Blvd New York, NY 10069",True,https://www.trulia.com/p/ny/new-york/30-riverside-blvd-37e-new-york-ny-10069--2442694725,40.7736798,-73.9918014
0,6849000,5,6,2874,"188 E 78th St New York, NY 10075",True,https://www.trulia.com/p/ny/new-york/188-e-78th-st-24b-new-york-ny-10075--2088910685,40.7736045,-73.9580638
1,795000,"56  ,"," ,  10309",,"56 Hallister St,Staten Island, NY 10309",True,https://www.trulia.com/home/56-Hallister-St-Staten-Island-NY-10309-2085791449,40.52522269230769,-74.21865623076923
2,1188888,6,4,2560,"26-26A Robin Rd,Staten Island, NY 10305",True,https://www.trulia.com/p/ny/staten-island/26-26a-robin-rd-staten-island-ny-10305--2424681746,40.595263,-74.063889
3,1838888,13,6,3974,"69 Starbuck St,Staten Island, NY 10304",True,https://www.trulia.com/p/ny/staten-island/69-starbuck-st-staten-island-ny-10304--2008753672,40.610648350000005,-74.08990037566667
4,985000,4,4,2400,"3 Craig Ave,Staten Island, NY 10307",True,https://www.trulia.com/p/ny/staten-island/3-craig-ave-staten-island-ny-10307--868983,40.51687915,-74.2375387741059
5,434900,2,1,1200,"20 Bay Street Lndg Staten Island, NY 10301",True,https://www.trulia.com/p/ny/staten-island/20-bay-street-lndg-1d-staten-island-ny-10301--2008724316,,
6,1350000,3,3,2900,"53 Hawley Ave,Staten Island, NY 10312",True,https://www.trulia.com/p/ny/staten-island/53-hawley-ave-staten-island-ny-10312--2622516274,40.53266406122449,-74.19386463265306
7,3250000,2,2,1402,"120 E 87th St New York, NY 10128",True,https://www.trulia.com/p/ny/new-york/120-e-87th-st-p24-c-new-york-ny-10128--2088913467,40.7801398,-73.9553085
8,1499000,2,2,1177,"429 Kent Ave Brooklyn, NY 11249",True,https://www.trulia.com/p/ny/brooklyn/429-kent-ave-810-brooklyn-ny-11249--2009908853,40.709598119999995,-73.96839560000001
9,1350000,9,5,2698,"3048 Brighton 14 St Brooklyn, NY 11235",True,https://www.trulia.com/p/ny/brooklyn/3048-brighton-14-st-5-brooklyn-ny-11235--2625405326,,
10,299000,1,1,674,"211 W 144th St New York, NY 10030",True,https://www.trulia.com/p/ny/new-york/211-w-144th-st-3b-new-york-ny-10030--2329665901,40.8215589,-73.94031479448539
11,950000,2,1,1050,"310 E 46th St New York, NY 10017",True,https://www.trulia.com/p/ny/new-york/310-e-46th-st-19m-new-york-ny-10017--2174127398,40.7520063,-73.9697268
12,939000,3,2,1270,"467 W 163rd St New York, NY 10032",True,https://www.trulia.com/p/ny/new-york/467-w-163rd-st-6-new-york-ny-10032--2088895355,40.836486449999995,-73.938715204183
13,400000,2,1,,"631 Academy St New York, NY 10034",True,https://www.trulia.com/p/ny/new-york/631-academy-st-5a-new-york-ny-10034--2614342027,40.8656305,-73.9243671
14,1495000,2,2,1200,"319 E 50th St New York, NY 10022",True,https://www.trulia.com/p/ny/new-york/319-e-50th-st-7ed-new-york-ny-10022--2325915335,40.7546097,-73.9676331
15,1150000,,"2,898 ",,"1748 Anthony Ave,Bronx, NY 10457",True,https://www.trulia.com/p/ny/bronx/1748-anthony-ave-bronx-ny-10457--2008883922,40.8452507,-73.90369494619048
16,530000,2,2,606,"858 54th St Brooklyn, NY 11220",True,https://www.trulia.com/p/ny/brooklyn/858-54th-st-4d-brooklyn-ny-11220--2009754844,40.63785195,-74.00476255000001
17,2120000,8,6,3750,"958 Madison St,Brooklyn, NY 11221",True,https://www.trulia.com/p/ny/brooklyn/958-madison-st-brooklyn-ny-11221--1008704886,40.688521300000005,-73.91922201308304
18,445000,2,2,1400,"125-10 Queens Blvd Kew Gardens, NY 11415",True,https://www.trulia.com/p/ny/kew-gardens/125-10-queens-blvd-1423-kew-gardens-ny-11415--2393312666,40.7123428,-73.8265381
19,1950000,6,3,2820,"51 Sutton St,Brooklyn, NY 11222",True,https://www.trulia.com/p/ny/brooklyn/51-sutton-st-brooklyn-ny-11222--2009772051,40.72469855,-73.9407526445
20,735000,4,3,2500,"7423 88th Rd,Jamaica, NY 11421",True,https://www.trulia.com/p/ny/jamaica/7423-88th-rd-jamaica-ny-11421--2010195751,,
21,225000,1,1,,"5800 Arlington Ave Bronx, NY 10471",True,https://www.trulia.com/p/ny/bronx/5800-arlington-ave-6a-bronx-ny-10471--2345534121,40.90799495,-73.90575805145176
22,1375000,3,2,,"125 Eastern Pkwy Brooklyn, NY 11238",True,https://www.trulia.com/p/ny/brooklyn/125-eastern-pkwy-4e-brooklyn-ny-11238--2346123461,40.67263925,-73.96469471690821
23,5795000,3,4,,"131 E 66th St New York, NY 10065",True,https://www.trulia.com/p/ny/new-york/131-e-66th-st-6-7a-new-york-ny-10065--2625403749,40.766598,-73.9647457
24,2495000,3,3,,"135 Eastern Pkwy Brooklyn, NY 11238",True,https://www.trulia.com/p/ny/brooklyn/135-eastern-pkwy-10i-brooklyn-ny-11238--2478930127,40.672510599999995,-73.96405236966206
25,499000,1,1,,"575 Park Ave New York, NY 10065",True,https://www.trulia.com/p/ny/new-york/575-park-ave-409-new-york-ny-10065--2008705868,40.7651593,-73.9678623
26,3750000,3,4,,"880 5th Ave New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/880-5th-ave-4jk-new-york-ny-10021--2576733127,40.770716,-73.9680959
27,15995000,5,6,4621,"35 Hudson Yards New York, NY 10001",True,https://www.trulia.com/p/ny/new-york/35-hudson-yards-8301-new-york-ny-10001--2549724918,40.754673749999995,-74.002222085563
28,199000,,1,462,"15 Oliver St Brooklyn, NY 11209",True,https://www.trulia.com/p/ny/brooklyn/15-oliver-st-2c-brooklyn-ny-11209--2346127030,40.6197286,-74.0392109
29,1499999,3,3,1584,"1719 E 22nd St,Brooklyn, NY 11229",True,https://www.trulia.com/p/ny/brooklyn/1719-e-22nd-st-brooklyn-ny-11229--2089005112,40.6096543,-73.95111909117831
30,1880000,6,6,3261,"1407 Shore Pkwy,Brooklyn, NY 11214",True,https://www.trulia.com/p/ny/brooklyn/1407-shore-pkwy-brooklyn-ny-11214--327655,40.5991449,-74.00622105
31,1488888,8,6,3600,"63 Titus Ave,Staten Island, NY 10306",True,https://www.trulia.com/p/ny/staten-island/63-titus-ave-staten-island-ny-10306--816443,40.5669752,-74.10705710053674
32,1488888,8,6,3600,"65 Titus Ave,Staten Island, NY 10306",True,https://www.trulia.com/p/ny/staten-island/65-titus-ave-staten-island-ny-10306--2008785775,40.5667869,-74.1071665390524
33,575000,3,2,1280,"103 Moreland St,Staten Island, NY 10306",True,https://www.trulia.com/p/ny/staten-island/103-moreland-st-staten-island-ny-10306--2008769170,40.5767836,-74.09516922144539
34,799999,3,2,1925,"97 Lyndale Ave,Staten Island, NY 10312",True,https://www.trulia.com/p/ny/staten-island/97-lyndale-ave-staten-island-ny-10312--2008841479,40.54039185,-74.16229769142555
35,248000,1,1,900,"1100 Clove Rd Staten Island, NY 10301",True,https://www.trulia.com/p/ny/staten-island/1100-clove-rd-2m-staten-island-ny-10301--2345703080,40.6189402,-74.10719764999999
36,2295000,4,6,5500,"70 Utopia Ct,Staten Island, NY 10304",True,https://www.trulia.com/p/ny/staten-island/70-utopia-ct-staten-island-ny-10304--2008753819,40.59408525,-74.1055408745044
37,679000,3,3,1638,"7 Sandalwood Dr,Staten Island, NY 10308",True,https://www.trulia.com/p/ny/staten-island/7-sandalwood-dr-staten-island-ny-10308--2008802170,40.562916900000005,-74.14758320000001
38,850000,1,1,702,"372 Central Park W New York, NY 10025",True,https://www.trulia.com/p/ny/new-york/372-central-park-w-20h-new-york-ny-10025--2088878019,40.792962349999996,-73.96479896961364
39,7495000,3,4,2653,"35 Hudson Yards New York, NY 10001",True,https://www.trulia.com/p/ny/new-york/35-hudson-yards-5904-new-york-ny-10001--2578265314,40.754673749999995,-74.002222085563
0,1398000,4,3,,"63-06 138th Street,Flushing, NY 11367",True,https://www.trulia.com/p/ny/flushing/6306-138th-st-flushing-ny-11367--2010014281,40.76117,-73.829368
1,4199000,3,3,2004,"525 Park Ave New York, NY 10065",True,https://www.trulia.com/p/ny/new-york/525-park-ave-3a-new-york-ny-10065--2008705673,40.7638739,-73.9688009
2,729900,3,4,1050,"13644 222nd St,Laurelton, NY 11413",True,https://www.trulia.com/p/ny/laurelton/13644-222nd-st-laurelton-ny-11413--1137987733,40.667735,-73.754412
3,530000,1,1,800,"415 Argyle Rd Brooklyn, NY 11218",True,https://www.trulia.com/p/ny/brooklyn/415-argyle-rd-5v-brooklyn-ny-11218--2478398723,40.639215285714286,-73.96583185714285
4,599000,1,1,,"1270 5th Ave New York, NY 10029",True,https://www.trulia.com/p/ny/new-york/1270-5th-ave-11k-new-york-ny-10029--2478464370,40.7957897,-73.9497938
5,599888,2,2,1100,"98-22 63rd Dr Rego Park, NY 11374",True,https://www.trulia.com/p/ny/rego-park/98-22-63rd-dr-2b-rego-park-ny-11374--2478947663,40.731017949999995,-73.85791786725977
6,750000,1,1,700,"165 W End Ave New York, NY 10023",True,https://www.trulia.com/p/ny/new-york/165-w-end-ave-11a-new-york-ny-10023--2178446753,40.77702175,-73.98704736859827
7,875000,2,1,,"410 Nostrand Ave Brooklyn, NY 11216",True,https://www.trulia.com/p/ny/brooklyn/410-nostrand-ave-2r-brooklyn-ny-11216--2352316035,40.6851834,-73.9506984
8,3495000,4,4,3400,"910 5th Ave New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/910-5th-ave-2de-new-york-ny-10021--2392762167,40.7724157,-73.9665231
9,285000,2,1,829,"1604 Metropolitan Avenue UNIT 5A,Bronx, NY 10462",True,https://www.trulia.com/p/ny/bronx/1604-metropolitan-ave-5a-bronx-ny-10462--2008912914,,
10,699999,2,2,,"1039 E 92nd Street,Brooklyn, NY 11236",True,https://www.trulia.com/p/ny/brooklyn/1039-e-92nd-st-brooklyn-ny-11236--2089031076,40.6436915,-73.90739919999999
11,1950000,2,2,1227,"200 W 24th St New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/200-w-24th-st-7b-new-york-ny-10011--2088824397,40.7448012,-73.9955142
12,615000,1,1,800,"345 Montgomery St Brooklyn, NY 11225",True,https://www.trulia.com/p/ny/brooklyn/345-montgomery-st-7d-brooklyn-ny-11225--2625390483,40.66572335,-73.95260571180899
13,3795000,4,5,3032,"530 E 76th St New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/530-e-76th-st-36e-new-york-ny-10021--2181281333,40.768234,-73.950073
14,495000,,1,468,"520 E 81st St New York, NY 10028",True,https://www.trulia.com/p/ny/new-york/520-e-81st-st-2k-new-york-ny-10028--2088889964,40.77199575,-73.94829719728011
15,549000,1,1,683,"202 Quentin Rd Brooklyn, NY 11223",True,https://www.trulia.com/p/ny/brooklyn/202-quentin-rd-2b-brooklyn-ny-11223--2009776587,40.605760149999995,-73.97878572090242
16,799000,4,3,,"1071 E 233rd St Bronx, NY 10466",True,https://www.trulia.com/p/ny/bronx/1071-e-233rd-st-w-bronx-ny-10466--2625390263,40.890029999999996,-73.84609618848548
17,428000,2,1,1000,"64-74 Saunders St Rego Park, NY 11374",True,https://www.trulia.com/p/ny/rego-park/64-74-saunders-st-3b-rego-park-ny-11374--2624847406,40.72779645,-73.8592066664294
18,350000,2,1,950,"30-11 Parsons Blvd Flushing, NY 11354",True,https://www.trulia.com/p/ny/flushing/30-11-parsons-blvd-7j-flushing-ny-11354--2577611593,40.7701114,-73.82405963813527
19,1250000,4,4,2400,"87-76 160th Street,Jamaica, NY 11432",True,https://www.trulia.com/p/ny/jamaica/87-76-160th-st-jamaica-ny-11432--2010244799,40.7074525,-73.80182725254267
20,1488000,4,3,1584,"7418 Colonial Rd,Brooklyn, NY 11209",True,https://www.trulia.com/p/ny/brooklyn/7418-colonial-rd-brooklyn-ny-11209--2009639058,40.633067249999996,-74.03332220136878
21,175000,1,1,665,"26 Metropolitan Oval UNIT 3A,Bronx, NY 10462",True,https://www.trulia.com/p/ny/bronx/26-metropolitan-oval-3a-bronx-ny-10462--2008920693,,
22,689000,3,1,1280,"1456 E 57th St,Brooklyn, NY 11234",True,https://www.trulia.com/p/ny/brooklyn/1456-e-57th-st-brooklyn-ny-11234--2089018778,40.617968000000005,-73.92020050205633
23,549999,2,1,1182,"11127 144th St,Jamaica, NY 11435",True,https://www.trulia.com/p/ny/jamaica/11127-144th-st-jamaica-ny-11435--2010265689,,
24,620000,1,1,9450,"80 Gold St New York, NY 10038",True,https://www.trulia.com/p/ny/new-york/80-gold-st-10n-new-york-ny-10038--2464694023,40.709602849999996,-74.00452617109784
25,199000,,1,500,"99-45 67th Rd Forest Hills, NY 11375",True,https://www.trulia.com/p/ny/forest-hills/99-45-67th-rd-104-forest-hills-ny-11375--2497518995,,
26,875000,4,3,1725,"109-67 131st Street,South Ozone Park, NY 11420",True,https://www.trulia.com/p/ny/south-ozone-park/109-67-131st-st-south-ozone-park-ny-11420--2512325225,,
27,1355000,5,3,2224,"1806 W 8th St,Brooklyn, NY 11223",True,https://www.trulia.com/p/ny/brooklyn/1806-w-8th-st-brooklyn-ny-11223--1102461065,40.60299285,-73.98094479093137
28,1345000,1,2,916,"308 E 72nd St New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/308-e-72nd-st-6e-new-york-ny-10021--2088854655,40.7684847,-73.958014
29,958888,2,3,1600,"8818 74th Ave,Glendale, NY 11385",True,https://www.trulia.com/p/ny/glendale/8818-74th-ave-glendale-ny-11385--2010123251,40.700335,-73.891437
30,3050000,2,2,1231,"30 W 63rd St New York, NY 10023",True,https://www.trulia.com/p/ny/new-york/30-w-63rd-st-16vw-new-york-ny-10023--2088867924,40.7710889,-73.9816965
31,3995000,4,4,,"35 E 75th St New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/35-e-75th-st-10e-new-york-ny-10021--2193955169,40.7736729,-73.9636064
32,5750000,4,4,,"37 W 12th St New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/37-w-12th-st-4j-new-york-ny-10011--2478422461,40.73548775,-73.99595510325838
33,220000,1,1,652,"180 Van Cortlandt Park S Bronx, NY 10463",True,https://www.trulia.com/p/ny/bronx/180-van-cortlandt-park-s-6k-bronx-ny-10463--2333493455,40.88610235,-73.89933844909058
34,1850000,4,3,,"10 Mitchell Pl New York, NY 10017",True,https://www.trulia.com/p/ny/new-york/10-mitchell-pl-2cdf-new-york-ny-10017--2403546457,40.753340083333335,-73.96628666666666
35,1625000,2,2,959,"635 W 42nd St New York, NY 10036",True,https://www.trulia.com/p/ny/new-york/635-w-42nd-st-32j-new-york-ny-10036--2088904055,40.7616697,-73.9998589
