price,bed,bath,feet,address,new_flag,company,latitude,longitude,distance
1188888,6.0,4.0,2560.0,"26-26A Robin Rd,Staten Island, NY 10305",True,TOSCANA PROPERTY LLC,40.595263,-74.063889,22.57592391232305
1838888,13.0,6.0,3974.0,"69 Starbuck St,Staten Island, NY 10304",True,TOSCANA PROPERTY LLC,40.610648350000005,-74.08990037566667,21.929602005383924
985000,4.0,4.0,2400.0,"3 Craig Ave,Staten Island, NY 10307",True,"ROBERT DEFALCO REALTY, INC.",40.51687915,-74.2375387741059,37.492574250918295
434900,2.0,1.0,1200.0,"20 Bay Street Lndg #1D,Staten Island, NY 10301",True,M DONATO & CO. REAL ESTATE PROFESSIONALS,,,
1350000,3.0,3.0,2900.0,"53 Hawley Ave,Staten Island, NY 10312",True,"ROBERT DEFALCO REALTY, INC.",40.53266406122449,-74.19386463265306,33.9068430033145
3250000,2.0,2.0,1402.0,"120 E 87th St #P24-C,New York, NY 10128",True,DOUGLAS ELLIMAN,40.7801398,-73.9553085,1.2256118832926912
1499000,2.0,2.0,1177.0,"429 Kent Ave #810,Brooklyn, NY 11249",True,DOUGLAS ELLIMAN,40.70959812,-73.96839560000001,8.383416109710861
1350000,9.0,5.0,2698.0,"3048 Brighton 14 St #5,Brooklyn, NY 11235",True,BEN BAY REALTY COMPANY OF AVE U,,,
299000,1.0,1.0,674.0,"211 W 144th St #3B,New York, NY 10030",True,A.N. SHELL REALTY,40.8215589,-73.94031479448539,4.687367641700843
135000,0.0,1.0,685.0,"59-26 Bleecker Street UNIT C1,Ridgewood, NY 11385",True,SPARROW REALTORS LLC,,,
950000,2.0,1.0,1050.0,"310 E 46th St #19M,New York, NY 10017",True,SERHANT.,40.7520063,-73.9697268,3.6760533392744392
939000,3.0,2.0,1270.0,"467 W 163rd St #6,New York, NY 10032",True,CORCORAN,40.83648645,-73.938715204183,6.22897515767503
